16.0767 25.2503 10.2768
16.4692 25.0247 8.86387
15.9982 25.6065 10.1493
16.6115 24.3304 9.15935
14.325 25.399 7.58003
15.2738 24.9616 7.48269
14.2143 25.1581 7.42618
15.3182 24.9768 7.49826
15.3411 25.0086 7.51989
14.5906 23.8722 12.3842
12.8011 22.1911 12.6628
13.1661 21.8305 12.3225
12.7153 22.6852 12.9078
12.7907 23.0843 13.0284
14.3508 24.0618 12.5887
12.5475 25.5012 11.2249
12.8822 25.5212 11.2688
12.5916 25.5068 11.1652
12.6042 22.4122 12.7429
12.4125 20.9854 11.3598
11.2856 21.135 11.266
12.3018 20.7445 11.2059
11.3086 21.1668 11.2877
11.3529 21.1819 11.3032
10.1576 21.1188 9.92207
10.55 20.8933 8.50913
10.6285 20.5371 8.63669
10.0152 21.8131 9.62657
11.8228 21.7937 7.82642
11.7258 21.9303 7.79386
11.9593 20.0155 8.52575
14.0226 23.7314 6.04307
13.9115 23.4584 5.87811
13.8257 23.9525 6.12312
14.0792 20.6422 7.56104
14.0351 20.6366 7.62068
13.7448 20.6223 7.51715
12.9235 20.6999 7.31714
12.2759 22.0818 6.19721
12.0361 22.2713 6.40178
11.6151 22.1512 7.63186
13.836 23.0592 5.75755
13.4607 24.313 6.46349
13.8701 26.3848 9.8608
14.0418 26.1531 9.37721
13.9933 26.1899 9.42821
14.6263 26.2113 10.2595
14.4923 26.2943 10.3447
13.6308 25.5896 11.4679
12.6189 25.5754 11.0297
12.4061 21.9134 12.6522
12.9211 21.7123 12.5324
13.1715 21.4898 12.3001
10.4867 23.443 9.81784
10.5086 23.5169 9.83825
10.5184 23.5011 9.788
13.2261 21.5389 12.2545
12.5022 22.3076 12.7323
12.1343 19.8493 8.44117
12.5849 19.9904 9.4087
12.0005 19.9322 8.52639
12.6335 19.9536 9.35771
12.7566 19.7587 8.92513
12.9959 20.5539 7.31804
14.0079 20.568 7.75627
13.4006 24.6046 6.53146
13.7057 24.4313 6.25357
13.4553 24.6538 6.48584
14.1245 23.8359 6.05361
14.2206 24.2302 6.13372
16.1401 22.7005 8.9681
16.1083 22.6425 8.99796
16.1182 22.6266 8.94768
11.8357 26.9714 9.34083
11.7713 26.9635 9.3215
11.7799 26.962 9.33802
12.1144 26.6413 9.99885
12.5119 27.0021 9.51572
13.4571 26.7265 9.58972
11.8771 24.2703 7.90515
11.4137 23.7371 8.82515
11.137 25.1643 8.21012
11.6469 23.6643 8.58963
10.2634 24.5499 11.2008
9.44055 23.9192 11.2327
9.34965 23.7628 11.8685
10.0008 24.3901 10.9087
10.3415 23.2329 9.84916
11.0137 21.835 13.2051
10.6792 21.5143 12.5443
11.6973 21.9295 13.081
10.9577 21.8444 13.2022
10.2816 21.8751 13.0274
10.1421 22.0375 13.118
15.4898 20.9792 10.5758
14.9799 22.4792 10.1963
14.7497 21.8732 10.8808
15.2131 22.4065 9.96078
14.8469 19.1815 9.44798
14.8554 19.1801 9.46441
14.7913 19.1722 9.44518
14.1147 19.1415 9.2702
14.5123 19.5022 8.78705
13.1696 19.417 9.1962
14.9296 24.2141 5.70488
15.6129 24.3086 5.58085
15.9475 24.6293 6.24179
16.626 21.7535 7.87735
16.2853 22.9106 8.93678
17.1862 22.2244 7.55328
17.2771 22.3808 6.91742
16.3632 21.5936 7.58512
15.6689 24.2992 5.58368
16.3451 24.2685 5.75853
16.4846 24.1061 5.66796
12.6515 27.1646 9.42511
11.5284 27.0001 9.13381
11.6422 27.2089 8.83149
11.882 27.3984 8.62694
12.6056 27.7446 8.39987
12.8591 27.7058 8.59665
12.9913 27.3251 9.32199
13.2895 25.664 6.39205
13.313 24.895 6.34298
14.4474 26.2178 7.80512
14.0965 26.7206 7.4437
13.8338 26.8805 7.15148
13.368 26.0202 6.5196
11.9177 25.0592 6.5023
11.9588 25.1424 6.50293
12.1923 27.0573 7.23487
12.0953 26.9207 7.20231
10.9946 25.827 7.71157
12.303 27.2782 7.39688
12.6875 27.5599 7.60993
13.1827 27.5078 8.1114
13.2736 27.3514 7.47547
12.0029 24.5627 6.83736
11.7837 24.9763 6.58754
10.9222 25.681 7.71067
10.8611 25.5859 8.12158
9.62042 26.3961 9.7206
10.0452 25.5074 8.55442
11.0966 27.0565 9.46205
10.3875 27.0404 9.89096
9.87284 26.8394 10.0107
9.45654 25.6065 10.1493
9.48 26.3756 10.1002
9.92752 25.0247 8.86387
9.62233 26.6169 10.2431
10.0698 24.3304 9.15935
10.4488 23.6429 9.33773
9.53506 25.2503 10.2768
11.508 26.2621 11.277
12.2391 25.5568 11.4984
11.4851 26.2939 11.2554
10.3812 26.1126 11.1833
10.4919 25.8716 11.3372
10.6143 25.0527 11.5623
11.6785 24.9297 11.642
11.4407 26.309 11.2398
11.2653 21.8731 13.4094
11.1516 22.0818 13.7116
12.7117 23.0592 13.2719
12.7872 23.4584 13.3925
12.1886 24.895 13.8574
12.329 24.8744 13.4779
10.7933 25.0592 14.0167
10.2088 25.1175 13.1343
10.9118 22.2713 13.9162
12.3364 24.313 13.9779
12.7014 23.9525 13.6375
10.1881 22.6176 14.1433
9.15834 23.9456 13.0793
9.93475 22.5789 13.9466
9.62397 24.544 13.3469
10.0371 24.8857 13.618
10.6594 24.9763 14.1019
10.8786 24.5627 14.3517
11.0223 21.8364 13.2216
9.80241 22.198 13.221
12.2763 24.6046 14.0458
10.1603 25.0807 13.1853
9.026 23.5647 12.3537
12.3309 24.6538 14.0002
12.5814 24.4313 13.7679
8.92355 21.2578 12.6823
9.33672 21.5996 12.9534
8.30136 21.1672 12.1984
8.08216 21.5808 11.9486
8.77269 23.526 12.157
8.94813 20.9792 10.5758
10.0399 20.6361 10.2315
9.22394 20.5576 10.6644
9.63633 22.5006 9.4482
8.67142 22.4065 9.96078
8.20803 21.8732 10.8808
9.16291 20.4626 11.0753
8.4382 22.4792 10.1963
10.1748 20.4484 11.5135
10.2462 20.3742 11.3182
9.91149 20.3942 11.2743
10.5547 20.4298 11.0447
10.202 20.3798 11.3779
8.8545 23.7107 11.3672
14.4344 19.0862 11.5511
13.9392 18.5836 11.176
14.3237 18.8653 11.3891
13.3532 18.7921 11.3104
12.793 19.263 11.6345
13.2586 20.1231 12.2663
15.6322 20.3166 11.0744
14.5314 19.2228 11.5836
14.9846 18.9347 9.95441
14.7448 18.7451 10.159
13.3372 20.4793 12.3939
14.6679 21.001 12.283
13.7677 18.4377 10.1893
13.4441 18.6357 10.6745
14.0211 18.3989 10.3861
13.6354 18.8184 9.46395
12.1793 19.9257 10.9808
12.5302 19.423 11.3423
15.0984 19.1434 9.65215
13.9752 18.9789 9.36085
13.3138 21.2486 12.4429
15.7656 20.5576 10.6644
15.7046 20.4626 11.0753
14.7091 21.0843 12.2836
14.843 21.1672 12.1984
14.6238 21.5808 11.9486
16.0122 21.0908 7.22362
16.2454 20.031 7.60258
16.1347 20.272 7.44871
17.0045 19.5267 8.54289
17.1468 19.768 8.68574
17.1702 20.5371 8.63669
17.0917 20.8933 8.50913
14.3876 20.5867 7.28757
14.9483 21.2138 7.14389
15.1186 19.8815 7.5089
15.1416 19.8496 7.53054
15.5301 19.087 9.32395
16.2391 19.1031 8.89507
15.1859 19.8345 7.54609
16.5815 20.6361 10.2315
17.0063 19.7474 9.06534
16.7539 19.3041 8.77525
16.178 22.5006 9.4482
16.5569 21.8131 9.62657
16.6992 21.1188 9.92207
16.4387 23.526 4.64265
15.9673 21.1672 4.68401
15.7481 21.5808 4.4342
16.5895 21.2578 5.16787
17.0027 21.5996 5.43901
17.4684 22.198 5.70665
16.692 23.5647 4.83931
14.2904 21.8305 4.80807
15.7149 23.8722 4.86978
14.3504 21.5389 4.7401
16.8243 23.9456 5.56487
15.6043 24.3072 5.56429
15.3614 24.2705 5.3766
15.4751 24.0618 5.07434
17.6007 22.5789 6.43222
16.4664 21.0629 5.60054
16.4178 21.026 5.65156
13.9151 23.0843 5.51401
15.8334 21.0843 4.76927
14.2958 21.4898 4.78572
14.4381 21.2486 4.92855
14.2977 21.2692 5.30802
14.0454 21.7123 5.018
13.9254 22.1911 5.14845
13.8396 22.6852 5.39346
17.4638 25.681 7.71067
18.5446 24.5627 6.83736
18.3254 24.9763 6.58754
18.4187 24.2703 7.90515
17.6786 25.1643 8.21012
17.4028 25.5859 8.12158
16.4246 25.7637 7.40804
16.7153 25.7494 7.51166
16.4519 25.6951 7.27245
17.7031 24.8857 6.1036
16.5869 25.5074 8.55442
16.072 25.7138 7.74123
16.3805 25.7693 7.46775
16.9904 23.6429 9.33773
17.9553 23.7371 8.82515
18.1886 23.6643 8.58963
17.7723 22.4329 7.4188
17.8541 22.6176 6.62892
17.2899 24.544 5.83248
16.0217 26.3756 10.1002
16.1621 26.3961 9.7206
15.5115 26.3408 7.88487
17.0283 23.443 9.81784
17.0601 23.5011 9.788
16.8832 23.2329 9.84916
17.0503 23.5169 9.83825
15.9822 23.9192 11.2327
16.5424 24.3901 10.9087
15.3962 23.7107 11.3672
12.7539 25.7632 12.3116
12.8983 23.7314 13.5575
13.0002 23.8359 13.568
13.8053 24.2141 13.2193
14.2371 24.2705 12.891
13.5697 25.6847 11.8788
13.0963 24.2302 13.6481
15.3144 23.526 12.157
9.56664 22.6425 8.99796
9.74359 22.9106 8.93678
9.59845 22.7005 8.9681
9.5765 22.6266 8.94768
10.0843 21.7535 7.87735
11.2306 22.4329 7.4188
10.6445 22.2244 7.55328
11.1153 19.8027 10.9011
10.6051 19.768 8.68574
10.4647 19.7474 9.06534
11.3124 22.6176 6.62892
12.8216 21.9295 5.56662
12.3896 21.8731 5.89506
13.6266 22.3076 5.21796
13.7285 22.4122 5.2285
13.0569 20.4588 6.90725
13.8728 20.3803 6.47439
13.5305 21.9134 5.13786
13.3372 30.7335 12.3939
14.4344 29.3403 11.5511
13.2586 30.3773 12.2663
14.5314 29.4769 11.5836
14.6679 31.2551 12.283
12.7239 29.4575 13.3838
12.8662 30.1517 13.6793
15.1211 30.2851 15.117
14.0173 30.1038 15.0449
14.0616 30.0887 15.0605
13.9943 30.1356 15.0233
15.0104 30.5261 14.9631
16.1694 26.9576 10.2208
16.6202 27.8119 9.63549
16.5345 27.3183 9.88027
16.5446 28.2115 9.5148
14.9846 29.1888 9.95441
14.7448 28.9992 10.159
15.6322 30.5707 11.0744
14.3237 29.1194 11.3891
16.7437 30.6339 11.3779
16.7878 30.6283 11.3182
16.4532 30.6483 11.2743
16.7312 27.5392 9.8003
