1 2.75063775 3.78875624 1.63388471 1.700
2 1.17980775 3.12592624 3.53095471 1.700
3 -0.04193225 1.33829624 2.12329471 1.700
4 1.52888775 2.00112624 0.22622471 1.700
5 1.53444775 4.00250624 2.41485471 1.550
6 0.05732775 2.21114624 3.29630471 1.550
7 1.17424775 1.12454624 1.34233471 1.550
8 2.65137775 2.91590624 0.46088471 1.550
9 0.49118775 4.71979624 1.79471471 1.550
10 -1.07915225 2.31989624 4.12463471 1.550
11 2.21749775 0.40725624 1.96247471 1.550
12 3.78785775 2.80715624 -0.36745529 1.550
13 0.74061775 5.28942624 0.73019471 1.520
14 -0.60359225 4.75338624 2.36521471 1.520
15 -1.00421225 3.06380624 5.10426471 1.520
16 -2.06488225 1.64475624 3.81761471 1.520
17 1.96806775 -0.16238376 3.02698471 1.520
18 3.31228775 0.37365624 1.39196471 1.520
19 3.71291775 2.06325624 -1.34708529 1.520
20 4.77358775 3.48230624 -0.06043529 1.520
21 3.11026775 4.77296624 1.32021471 1.100
22 3.50736775 3.40082624 2.31534471 1.100
23 1.02703775 3.76314624 4.40554471 1.100
24 2.05024775 2.51138624 3.76888471 1.100
25 -0.79865225 1.72624624 1.44183471 1.100
26 -0.40156225 0.35409624 2.43696471 1.100
27 0.65845775 2.61566624 -0.01170529 1.100
28 1.68166775 1.36390624 -0.64836529 1.100
29 2.66671673 8.91578624 5.88052427 1.700
30 4.23754673 8.25300624 3.98344427 1.700
31 5.45930673 6.46534624 5.39105427 1.700
32 3.88851673 7.12817624 7.28814427 1.700
33 3.88288673 9.12957624 5.09955427 1.550
34 5.36005673 7.33826624 4.21809427 1.550
35 4.24314673 6.25159624 6.17203427 1.550
36 2.76602673 8.04294624 7.05353427 1.550
37 4.92611673 9.84690624 5.71968427 1.550
38 6.49649673 7.44698624 3.38970427 1.550
39 3.19986673 5.53433624 5.55189427 1.550
40 1.62955673 7.93415624 7.88188427 1.550
41 4.67665673 10.41654624 6.78419427 1.520
42 6.02088673 9.88054624 5.14915427 1.520
43 6.42151673 8.19087624 2.41007427 1.520
44 7.48221673 6.77180624 3.69666427 1.520
45 3.44925673 4.96472624 4.48734427 1.520
46 2.10508673 5.50074624 6.12241427 1.520
47 1.70452673 7.19025624 8.86150427 1.520
48 0.64381673 8.60928624 7.57488427 1.520
49 2.30704673 9.89997624 6.19419427 1.100
50 1.91000673 8.52780624 5.19907427 1.100
51 4.39031673 8.89024624 3.10885427 1.100
52 3.36712673 7.63844624 3.74550427 1.100
53 6.21606673 6.85323624 6.07251427 1.100
54 5.81891673 5.48115624 5.07732427 1.100
55 4.75896673 7.74271624 7.52603427 1.100
56 3.73578673 6.49094624 8.16274427 1.100
57 9.29230475 3.78875624 1.63388471 1.700
58 7.72147475 3.12592624 3.53095471 1.700
59 6.49973475 1.33829624 2.12329471 1.700
60 8.07055475 2.00112624 0.22622471 1.700
61 8.07611475 4.00250624 2.41485471 1.550
62 6.59899475 2.21114624 3.29630471 1.550
63 7.71591475 1.12454624 1.34233471 1.550
64 9.19304475 2.91590624 0.46088471 1.550
65 7.03285475 4.71979624 1.79471471 1.550
66 5.46251475 2.31989624 4.12463471 1.550
67 8.75916475 0.40725624 1.96247471 1.550
68 10.32952475 2.80715624 -0.36745529 1.550
69 7.28228475 5.28942624 0.73019471 1.520
70 5.93807475 4.75338624 2.36521471 1.520
71 5.53745475 3.06380624 5.10426471 1.520
72 4.47678475 1.64475624 3.81761471 1.520
73 8.50973475 -0.16238376 3.02698471 1.520
74 9.85395475 0.37365624 1.39196471 1.520
75 10.25458475 2.06325624 -1.34708529 1.520
76 11.31525475 3.48230624 -0.06043529 1.520
77 9.65193475 4.77296624 1.32021471 1.100
78 10.04903475 3.40082624 2.31534471 1.100
79 7.56870475 3.76314624 4.40554471 1.100
80 8.59191475 2.51138624 3.76888471 1.100
81 5.74301475 1.72624624 1.44183471 1.100
82 6.14010475 0.35409624 2.43696471 1.100
83 7.20012475 2.61566624 -0.01170529 1.100
84 8.22333475 1.36390624 -0.64836529 1.100
85 9.20838373 8.91578624 5.88052427 1.700
86 10.77921373 8.25300624 3.98344427 1.700
87 12.00097373 6.46534624 5.39105427 1.700
88 10.43018373 7.12817624 7.28814427 1.700
89 10.42455373 9.12957624 5.09955427 1.550
90 11.90172373 7.33826624 4.21809427 1.550
91 10.78481373 6.25159624 6.17203427 1.550
92 9.30769373 8.04294624 7.05353427 1.550
93 11.46778373 9.84690624 5.71968427 1.550
94 13.03816373 7.44698624 3.38970427 1.550
95 9.74153373 5.53433624 5.55189427 1.550
96 8.17122373 7.93415624 7.88188427 1.550
97 11.21832373 10.41654624 6.78419427 1.520
98 12.56255373 9.88054624 5.14915427 1.520
99 12.96318373 8.19087624 2.41007427 1.520
100 14.02388373 6.77180624 3.69666427 1.520
101 9.99092373 4.96472624 4.48734427 1.520
102 8.64675373 5.50074624 6.12241427 1.520
103 8.24619373 7.19025624 8.86150427 1.520
104 7.18548373 8.60928624 7.57488427 1.520
105 8.84871373 9.89997624 6.19419427 1.100
106 8.45167373 8.52780624 5.19907427 1.100
107 10.93198373 8.89024624 3.10885427 1.100
108 9.90879373 7.63844624 3.74550427 1.100
109 12.75773373 6.85323624 6.07251427 1.100
110 12.36058373 5.48115624 5.07732427 1.100
111 11.30063373 7.74271624 7.52603427 1.100
112 10.27745373 6.49094624 8.16274427 1.100
113 15.83397175 3.78875624 1.63388471 1.700
114 14.26314175 3.12592624 3.53095471 1.700
115 13.04140175 1.33829624 2.12329471 1.700
116 14.61222175 2.00112624 0.22622471 1.700
117 14.61778175 4.00250624 2.41485471 1.550
118 13.14066175 2.21114624 3.29630471 1.550
119 14.25758175 1.12454624 1.34233471 1.550
120 15.73471175 2.91590624 0.46088471 1.550
121 13.57452175 4.71979624 1.79471471 1.550
122 12.00418175 2.31989624 4.12463471 1.550
123 15.30083175 0.40725624 1.96247471 1.550
124 16.87119175 2.80715624 -0.36745529 1.550
125 13.82395175 5.28942624 0.73019471 1.520
126 12.47974175 4.75338624 2.36521471 1.520
127 12.07912175 3.06380624 5.10426471 1.520
128 11.01845175 1.64475624 3.81761471 1.520
129 15.05140175 -0.16238376 3.02698471 1.520
130 16.39562175 0.37365624 1.39196471 1.520
131 16.79625175 2.06325624 -1.34708529 1.520
132 17.85692175 3.48230624 -0.06043529 1.520
133 16.19360175 4.77296624 1.32021471 1.100
134 16.59070175 3.40082624 2.31534471 1.100
135 14.11037175 3.76314624 4.40554471 1.100
136 15.13358175 2.51138624 3.76888471 1.100
137 12.28468175 1.72624624 1.44183471 1.100
138 12.68177175 0.35409624 2.43696471 1.100
139 13.74179175 2.61566624 -0.01170529 1.100
140 14.76500175 1.36390624 -0.64836529 1.100
141 15.75005073 8.91578624 5.88052427 1.700
142 17.32088073 8.25300624 3.98344427 1.700
143 18.54264073 6.46534624 5.39105427 1.700
144 16.97185073 7.12817624 7.28814427 1.700
145 16.96622073 9.12957624 5.09955427 1.550
146 18.44339073 7.33826624 4.21809427 1.550
147 17.32648073 6.25159624 6.17203427 1.550
148 15.84936073 8.04294624 7.05353427 1.550
149 18.00945073 9.84690624 5.71968427 1.550
150 19.57983073 7.44698624 3.38970427 1.550
151 16.28320073 5.53433624 5.55189427 1.550
152 14.71289073 7.93415624 7.88188427 1.550
153 17.75999073 10.41654624 6.78419427 1.520
154 19.10422073 9.88054624 5.14915427 1.520
155 19.50485073 8.19087624 2.41007427 1.520
156 20.56555073 6.77180624 3.69666427 1.520
157 16.53259073 4.96472624 4.48734427 1.520
158 15.18842073 5.50074624 6.12241427 1.520
159 14.78786073 7.19025624 8.86150427 1.520
160 13.72715073 8.60928624 7.57488427 1.520
161 15.39038073 9.89997624 6.19419427 1.100
162 14.99334073 8.52780624 5.19907427 1.100
163 17.47365073 8.89024624 3.10885427 1.100
164 16.45046073 7.63844624 3.74550427 1.100
165 19.29940073 6.85323624 6.07251427 1.100
166 18.90225073 5.48115624 5.07732427 1.100
167 17.84230073 7.74271624 7.52603427 1.100
168 16.81912073 6.49094624 8.16274427 1.100
169 22.37563875 3.78875624 1.63388471 1.700
170 20.80480875 3.12592624 3.53095471 1.700
171 19.58306875 1.33829624 2.12329471 1.700
172 21.15388875 2.00112624 0.22622471 1.700
173 21.15944875 4.00250624 2.41485471 1.550
174 19.68232875 2.21114624 3.29630471 1.550
175 20.79924875 1.12454624 1.34233471 1.550
176 22.27637875 2.91590624 0.46088471 1.550
177 20.11618875 4.71979624 1.79471471 1.550
178 18.54584875 2.31989624 4.12463471 1.550
179 21.84249875 0.40725624 1.96247471 1.550
180 23.41285875 2.80715624 -0.36745529 1.550
181 20.36561875 5.28942624 0.73019471 1.520
182 19.02140875 4.75338624 2.36521471 1.520
183 18.62078875 3.06380624 5.10426471 1.520
184 17.56011875 1.64475624 3.81761471 1.520
185 21.59306875 -0.16238376 3.02698471 1.520
186 22.93728875 0.37365624 1.39196471 1.520
187 23.33791875 2.06325624 -1.34708529 1.520
188 24.39858875 3.48230624 -0.06043529 1.520
189 22.73526875 4.77296624 1.32021471 1.100
190 23.13236875 3.40082624 2.31534471 1.100
191 20.65203875 3.76314624 4.40554471 1.100
192 21.67524875 2.51138624 3.76888471 1.100
193 18.82634875 1.72624624 1.44183471 1.100
194 19.22343875 0.35409624 2.43696471 1.100
195 20.28345875 2.61566624 -0.01170529 1.100
196 21.30666875 1.36390624 -0.64836529 1.100
197 22.29171773 8.91578624 5.88052427 1.700
198 23.86254773 8.25300624 3.98344427 1.700
199 25.08430773 6.46534624 5.39105427 1.700
200 23.51351773 7.12817624 7.28814427 1.700
201 23.50788773 9.12957624 5.09955427 1.550
202 24.98505773 7.33826624 4.21809427 1.550
203 23.86814773 6.25159624 6.17203427 1.550
204 22.39102773 8.04294624 7.05353427 1.550
205 24.55111773 9.84690624 5.71968427 1.550
206 26.12149773 7.44698624 3.38970427 1.550
207 22.82486773 5.53433624 5.55189427 1.550
208 21.25455773 7.93415624 7.88188427 1.550
209 24.30165773 10.41654624 6.78419427 1.520
210 25.64588773 9.88054624 5.14915427 1.520
211 26.04651773 8.19087624 2.41007427 1.520
212 27.10721773 6.77180624 3.69666427 1.520
213 23.07425773 4.96472624 4.48734427 1.520
214 21.73008773 5.50074624 6.12241427 1.520
215 21.32952773 7.19025624 8.86150427 1.520
216 20.26881773 8.60928624 7.57488427 1.520
217 21.93204773 9.89997624 6.19419427 1.100
218 21.53500773 8.52780624 5.19907427 1.100
219 24.01531773 8.89024624 3.10885427 1.100
220 22.99212773 7.63844624 3.74550427 1.100
221 25.84106773 6.85323624 6.07251427 1.100
222 25.44391773 5.48115624 5.07732427 1.100
223 24.38396773 7.74271624 7.52603427 1.100
224 23.36078773 6.49094624 8.16274427 1.100
225 28.91730575 3.78875624 1.63388471 1.700
226 27.34647575 3.12592624 3.53095471 1.700
227 26.12473575 1.33829624 2.12329471 1.700
228 27.69555575 2.00112624 0.22622471 1.700
229 27.70111575 4.00250624 2.41485471 1.550
230 26.22399575 2.21114624 3.29630471 1.550
231 27.34091575 1.12454624 1.34233471 1.550
232 28.81804575 2.91590624 0.46088471 1.550
233 26.65785575 4.71979624 1.79471471 1.550
234 25.08751575 2.31989624 4.12463471 1.550
235 28.38416575 0.40725624 1.96247471 1.550
236 29.95452575 2.80715624 -0.36745529 1.550
237 26.90728575 5.28942624 0.73019471 1.520
238 25.56307575 4.75338624 2.36521471 1.520
239 25.16245575 3.06380624 5.10426471 1.520
240 24.10178575 1.64475624 3.81761471 1.520
241 28.13473575 -0.16238376 3.02698471 1.520
242 29.47895575 0.37365624 1.39196471 1.520
243 29.87958575 2.06325624 -1.34708529 1.520
244 30.94025575 3.48230624 -0.06043529 1.520
245 29.27693575 4.77296624 1.32021471 1.100
246 29.67403575 3.40082624 2.31534471 1.100
247 27.19370575 3.76314624 4.40554471 1.100
248 28.21691575 2.51138624 3.76888471 1.100
249 25.36801575 1.72624624 1.44183471 1.100
250 25.76510575 0.35409624 2.43696471 1.100
251 26.82512575 2.61566624 -0.01170529 1.100
252 27.84833575 1.36390624 -0.64836529 1.100
253 28.83338473 8.91578624 5.88052427 1.700
254 30.40421473 8.25300624 3.98344427 1.700
255 31.62597473 6.46534624 5.39105427 1.700
256 30.05518473 7.12817624 7.28814427 1.700
257 30.04955473 9.12957624 5.09955427 1.550
258 31.52672473 7.33826624 4.21809427 1.550
259 30.40981473 6.25159624 6.17203427 1.550
260 28.93269473 8.04294624 7.05353427 1.550
261 31.09278473 9.84690624 5.71968427 1.550
262 32.66316473 7.44698624 3.38970427 1.550
263 29.36653473 5.53433624 5.55189427 1.550
264 27.79622473 7.93415624 7.88188427 1.550
265 30.84332473 10.41654624 6.78419427 1.520
266 32.18755473 9.88054624 5.14915427 1.520
267 32.58818473 8.19087624 2.41007427 1.520
268 33.64888473 6.77180624 3.69666427 1.520
269 29.61592473 4.96472624 4.48734427 1.520
270 28.27175473 5.50074624 6.12241427 1.520
271 27.87119473 7.19025624 8.86150427 1.520
272 26.81048473 8.60928624 7.57488427 1.520
273 28.47371473 9.89997624 6.19419427 1.100
274 28.07667473 8.52780624 5.19907427 1.100
275 30.55698473 8.89024624 3.10885427 1.100
276 29.53379473 7.63844624 3.74550427 1.100
277 32.38273473 6.85323624 6.07251427 1.100
278 31.98558473 5.48115624 5.07732427 1.100
279 30.92563473 7.74271624 7.52603427 1.100
280 29.90245473 6.49094624 8.16274427 1.100
281 2.75063775 14.04287624 1.63388471 1.700
282 1.17980775 13.38004624 3.53095471 1.700
283 -0.04193225 11.59241624 2.12329471 1.700
284 1.52888775 12.25524624 0.22622471 1.700
285 1.53444775 14.25662624 2.41485471 1.550
286 0.05732775 12.46526624 3.29630471 1.550
287 1.17424775 11.37866624 1.34233471 1.550
288 2.65137775 13.17002624 0.46088471 1.550
289 0.49118775 14.97391624 1.79471471 1.550
290 -1.07915225 12.57401624 4.12463471 1.550
291 2.21749775 10.66137624 1.96247471 1.550
292 3.78785775 13.06127624 -0.36745529 1.550
293 0.74061775 15.54354624 0.73019471 1.520
294 -0.60359225 15.00750624 2.36521471 1.520
295 -1.00421225 13.31792624 5.10426471 1.520
296 -2.06488225 11.89887624 3.81761471 1.520
297 1.96806775 10.09173624 3.02698471 1.520
298 3.31228775 10.62777624 1.39196471 1.520
299 3.71291775 12.31737624 -1.34708529 1.520
300 4.77358775 13.73642624 -0.06043529 1.520
301 3.11026775 15.02708624 1.32021471 1.100
302 3.50736775 13.65494624 2.31534471 1.100
303 1.02703775 14.01726624 4.40554471 1.100
304 2.05024775 12.76550624 3.76888471 1.100
305 -0.79865225 11.98036624 1.44183471 1.100
306 -0.40156225 10.60821624 2.43696471 1.100
307 0.65845775 12.86978624 -0.01170529 1.100
308 1.68166775 11.61802624 -0.64836529 1.100
309 2.66671673 19.16990624 5.88052427 1.700
310 4.23754673 18.50712624 3.98344427 1.700
311 5.45930673 16.71946624 5.39105427 1.700
312 3.88851673 17.38229624 7.28814427 1.700
313 3.88288673 19.38369624 5.09955427 1.550
314 5.36005673 17.59238624 4.21809427 1.550
315 4.24314673 16.50571624 6.17203427 1.550
316 2.76602673 18.29706624 7.05353427 1.550
317 4.92611673 20.10102624 5.71968427 1.550
318 6.49649673 17.70110624 3.38970427 1.550
319 3.19986673 15.78845624 5.55189427 1.550
320 1.62955673 18.18827624 7.88188427 1.550
321 4.67665673 20.67066624 6.78419427 1.520
322 6.02088673 20.13466624 5.14915427 1.520
323 6.42151673 18.44499624 2.41007427 1.520
324 7.48221673 17.02592624 3.69666427 1.520
325 3.44925673 15.21884624 4.48734427 1.520
326 2.10508673 15.75486624 6.12241427 1.520
327 1.70452673 17.44437624 8.86150427 1.520
328 0.64381673 18.86340624 7.57488427 1.520
329 2.30704673 20.15409624 6.19419427 1.100
330 1.91000673 18.78192624 5.19907427 1.100
331 4.39031673 19.14436624 3.10885427 1.100
332 3.36712673 17.89256624 3.74550427 1.100
333 6.21606673 17.10735624 6.07251427 1.100
334 5.81891673 15.73527624 5.07732427 1.100
