1 2.75065309 3.78876655 1.63384175
2 1.17984309 3.12596655 3.53092175
3 6.35924509 1.33830655 2.12332175
4 1.52886309 2.00112655 0.22622775
5 1.53448309 4.00254655 2.41482175
6 0.05734309 2.21120655 3.29629175
7 1.17424309 1.12454655 1.34234175
8 2.65136309 2.91589655 0.46085175
9 0.49122309 4.71983655 1.79469175
10 5.32206109 2.31995655 4.12465175
11 2.21751309 0.40726655 1.96246175
12 2.66356028 2.80713655 7.14679414
13 0.7406430899999999 5.28945655 0.73015175
14 5.79762609 4.75344655 2.36521175
15 5.39703409 3.06386655 5.10428175
16 4.33633309 1.64480655 3.81768175
17 1.96810309 10.09182655 3.02699175
18 3.31227309 0.37365655 1.39192175
19 2.58858028 2.06324655 6.16716514
20 3.64929028 3.48229655 7.45377214
21 3.11029309 4.77295655 1.32015175
22 3.50738309 3.40082655 2.31530175
23 1.02710309 3.76318655 4.40552175
24 2.05027309 2.51140655 3.76882175
25 5.60249009 1.72619655 1.44186175
26 5.999638089999999 0.35411655 2.43704175
27 5.93533228 2.61566655 7.50262614
28 0.5573602799999999 1.36389655 6.86593954
29 2.52626229 8.91587655 5.88044714
30 4.09707099 8.253036549999999 3.98337314
31 5.31883229 6.46540555 5.39100314
32 3.74802729 7.12824655 7.28808214
33 3.74243429 9.129626549999999 5.09947314
34 5.21956229 7.33827655 4.21801314
35 4.10266529 6.25165255 6.17198014
36 2.62553229 8.043006549999999 7.05343914
37 4.78569429 9.846936550000001 5.71958314
38 6.35603229 7.44702655 3.38966314
39 3.05940529 5.53434155 5.55187314
40 2.6133351 7.93425655 0.3674917500000001
41 4.53626729 0.16240655 6.78409134
42 5.88046229 9.88054655 5.14905314
43 6.28107229 8.19092655 2.41004314
44 0.9405802899999998 6.77187155 3.69666314
45 3.30883329 4.96468555 4.48736314
46 1.96463229 5.50074155 6.12239414
47 2.6882851 7.19035655 1.34711175
48 1.6276051 8.609416550000001 0.0604887500000002
49 2.16664229 9.90007655 6.19414114
50 1.76952229 8.527956550000001 5.19899314
51 4.24982929 8.89025655 3.10877314
52 3.22663529 7.63849655 3.74546314
53 6.07557229 6.85332655 6.07246114
54 5.67846229 5.48120755 5.07731314
55 5.7427261 7.74278655 0.01168875000000025
56 4.7195331 6.49102155 0.6483817500000004
